,Total_Importance,Xx,Yy,Size,Segment
529,1.6972038412894104,142,224,2.226101875305176,147
530,1.873450060384711,286,225,3.419710636138916,319
531,1.8663688212635776,286,225,3.419710636138916,319
532,1.7621500169717585,179,226,2.2179839611053467,198
533,1.3077228881705072,159,227,2.1273722648620605,190
534,1.0367131796049647,159,227,2.1273722648620605,190
535,1.8836299719099225,286,227,6.492346286773682,319
536,1.9642109805843226,286,227,6.492346286773682,319
537,2.1342270459953476,286,227,6.492346286773682,319
538,1.3575904587224883,277,227,3.272252321243286,297
539,1.3637407902732608,277,227,3.272252321243286,297
540,1.5124771819353868,291,229,2.0332067012786865,319
541,1.6760207060583097,291,229,2.0332067012786865,319
542,0.6993789561310408,191,229,1.9919309616088867,198
543,0.6504188326628907,185,229,2.072176933288574,198
544,2.012214621208992,140,229,10.87547779083252,147
